,SiteCity,TotalFirstYearGrosskWh,TotalFirstYearGrossTherm,TotalLifecycleGrosskWh,TotalLifecycleGrossTherm,Budget,Total Claims,Total Programs,% OBF Budget,% Resource Budget
462,SIMI VALLEY,2309.5536480000005,-3.4347276,12402.770976,-18.44864208,5119.148930501509,3,1,0.0,100.0
463,SODA SPRINGS,320.0,0.0,3840.0,0.0,14.9123142335921,1,1,0.0,100.0
464,SOLEDAD,997892.5187299999,-5371.96743008,7882316.093770001,-35206.89916621,444892.4499790295,637,2,44.997261701276635,100.0
465,SOLVANG,28023.0,0.0,336276.0,0.0,1920.1805680248372,149,1,0.0,100.0
466,SOMES BAR,1880.0811,-31.1382,19552.84344,-323.83728,1493.1929866811,1,1,0.0,100.0
467,SOMIS,82127.99682,-0.569202228,698822.5041,-2.84601114,56464.99996653625,2,1,0.0,100.0
468,SONOMA,515944.82515799993,-2699.2473599999994,5884407.4930927,-30165.976573399996,251138.44994534377,337,2,7.125122579635507,100.0
469,SONORA,217479.329636,-369.86286089999993,2582756.8706783997,-4520.5228525,158242.83703767625,18,1,10.97791303284267,100.0
470,SOQUEL,246206.24399999995,-716.965,2955749.39649,-6552.9508000000005,148153.77271486435,26,1,0.0,100.0
471,SOUTH EL MONTE,38319.187404,-57.001459995999994,227633.18526799997,-338.77921642000007,76799.5076463861,23,1,0.0,100.0
472,SOUTH PASADENA,28545.70572,-42.446223288,142728.52860000002,-212.23111644,47852.576194370944,6,1,0.0,100.0
473,SOUTH SAN FRANCISCO,628629.760138,-2870.0279119,3798535.45798,-21033.733555000003,263871.33391015924,55,1,12.687549667277539,100.0
474,SPRECKELS,3835.0,0.0,46020.0,0.0,258.8710158932047,20,1,0.0,100.0
475,SQUAW VALLEY,31045.977,-397.584,393496.03260000004,-5240.68299,15655.010527592505,5,1,0.0,100.0
476,STANFORD,10360.0,0.0,124320.0,0.0,7983.035466980047,56,1,0.0,100.0
477,STEVENSON RANCH,20073.6,0.0,240883.2,0.0,9165.0047596509,1,1,0.0,100.0
478,STOCKTON,5587206.632580078,-14710.989645867026,60556813.893689476,-158973.51910153407,3763514.385509596,8264,5,7.430532516539758,100.0
479,SUISUN CITY,912587.275084,-1929.6642693600004,10712781.903664296,-19883.811408800007,439094.86353815324,559,2,6.4104507123084815,100.0
480,SUN CITY,22106.681984,-19.257218623999997,106844.44592,-93.07266112,110512.17459575762,5,1,0.0,100.0
481,SUNNYVALE,2615312.5217000004,-2814.10070273,26403001.752775002,-22329.779047239997,1043242.8438581619,6810,4,25.41822870057401,100.0
482,SUTTER,185.0,0.0,2220.0,0.0,12.8399316662954,1,1,0.0,100.0
483,SUTTER CREEK,145804.84168200003,-816.02113064,1630460.7836928002,-8656.35351922,135809.83838382317,35,1,0.0,100.0
484,TAFT,396875.1472077002,-1794.4958406359997,3671881.8874294,-15860.018223872,276790.1178080203,484,2,2.7252941291989554,100.0
485,TECOPA,0.0,0.0,0.0,0.0,40906.4399,1,1,0.0,100.0
486,TEMECULA,37.2,-0.0339,446.4,-0.4068,95.67492916655969,1,1,0.0,100.0
487,TEMPLETON,267609.5149515,-1198.5092200000004,2669110.995038699,-14026.0167329,148648.72382093835,164,3,11.937216360385658,100.0
488,THOUSAND OAKS,47700.0818,-70.92794772,238500.40899999999,-354.6397386,290420.49715785385,6,1,0.0,100.0
489,TIBURON,79436.78999999969,-279.6278,579321.1140000027,-1825.6398000000002,39140.96877491924,180,1,0.0,100.0
490,TOMALES,130320.26211000001,-1303.67193,1521147.0253,-15353.72896,77193.2471487415,16,2,0.0,100.0
491,TORRANCE,189239.05935999998,-118.23371111899996,1710864.4883279998,-984.7293764240001,414119.04958079115,39,2,0.0,100.0
492,TRACY,2017663.0310700017,-3200.3604518789957,19662874.308779977,-32364.52831489701,1200237.6765080276,1725,4,12.81817607518438,100.0
493,TRINIDAD,26761.858999999997,-451.06814029999987,295044.9896,-4947.903961499998,24406.3522802463,28,2,0.0,100.0
494,TRUCKEE,1478.52,-8.5988,15432.64,-86.8652,1633.5295791745934,3,1,0.0,100.0
495,TULARE,71650.62,0.0,573204.96,0.0,17927.502016994298,1,1,0.0,100.0
496,TUOLUMNE,13080.14168,-161.45472999999998,129254.67347200001,-1580.786192,13533.584917287875,3,1,0.0,100.0
497,TUSTIN,5827.094000000001,0.0,69925.12800000001,0.0,2353.142921375498,4,2,0.0,100.0
498,TWAIN HARTE,54775.906839999996,-591.1639200000001,504813.879136,-5279.577888,57310.94810498435,13,1,0.0,100.0
499,UKIAH,231261.23709,-972.2012783729999,2468965.3916700003,-10629.748951790003,170084.46518007756,28,2,0.0,100.0
500,UNION CITY,365581.3462800002,-1184.9752000000012,3738122.758749992,-12236.764834999969,249485.94535524733,977,2,36.66554944904581,100.0
501,UPPER LAKE,43171.265980000004,-190.42339045199998,442094.71298499993,-1831.118667312,25062.183740034397,8,1,0.0,100.0
502,VACAVILLE,4863504.318328016,-10956.180420222001,49640437.81024088,-104143.81932298942,2187779.376577306,3044,4,24.2613700796733,100.0
503,VALENCIA,16728.0,0.0,200736.0,0.0,9729.72396638174,4,1,0.0,100.0
504,VALLEJO,1609408.4617811285,-8678.15114213005,16584409.789386136,-84310.18348769903,894711.6524824974,1327,3,8.04126100835583,100.0
505,VALLEY ACRES,134882.92,-673.896,1397412.91166,-6996.13647,52416.683173103615,2,1,0.0,100.0
506,VALLEY FORD,10135.18057,-147.4812895,50675.90283,-737.4064473,5333.82954968792,2,2,0.0,100.0
507,VALLEY SPRINGS,18282.88626,-103.95414,202166.53992,-1146.6815040000001,19284.465292106437,4,1,7.307332600500513,100.0
508,VENTURA,906599.3611679999,36753.986211284,13021453.00584,588244.331056428,823356.7688475284,9,1,0.0,100.0
509,VERNALIS,20922.3,0.0,303730.56,0.0,16541.046923938,1,1,0.0,100.0
510,VICTORVILLE,94067.20521199993,-139.93424326599998,821031.2200168001,-1134.9866891719994,301762.674255316,36,2,0.0,100.0
511,VISALIA,6415752.218220002,-156.6540549,95919140.93526,-1215.5852205,948406.2337315418,21,1,0.0,100.0
512,WALNUT CREEK,204788.53301999994,-666.5102750000003,1825942.5373949981,-6322.20507170001,149316.04802600382,545,1,12.360451696082066,100.0
513,WASCO,220766.30008,-1312.78346478,2062786.2519104998,-10935.751658109999,89943.98630122775,50,1,0.0,100.0
514,WATSONVILLE,2835102.8418400013,-13809.312024260002,24891487.446569994,-120979.26673539999,1534907.8345899845,289,2,54.13464208357679,100.0
515,WEITCHPEC,15176.474100000001,-84.7062036,75882.37049999999,-423.53101804000005,9106.357239055002,5,1,0.0,100.0
516,WEOTT,7155.2384999999995,-107.05680000000001,78508.1124,-1150.35264,7059.0321360282305,2,1,0.0,100.0
517,WEST COVINA,0.0,0.0,0.0,0.0,134816.995876469,1,1,0.0,100.0
518,WEST HOLLYWOOD,19595.5515,-29.137733099999995,97977.7575,-145.6886655,48607.49522473937,8,1,0.0,100.0
519,WEST SACRAMENTO,413489.92819999997,-1424.5980799999998,4150214.5390899987,-15760.231549999997,258486.19086547405,64,2,46.964692308889674,100.0
520,WESTLAKE VILLAGE,1275.9894,-1.89734076,6379.946999999999,-9.4867038,2837.904674735151,1,1,0.0,100.0
521,WESTLEY,50884.020000000004,-139.68,650928.24,-2234.88,33596.997500871104,3,1,0.0,100.0
522,WHEATLAND,39460.0,0.0,473520.0,0.0,2665.7497489298103,206,1,0.0,100.0
523,WHITTIER,46504.62,-8.91,580959.81,-103.95,27780.549579271843,4,1,0.0,100.0
524,WILDOMAR,5019.631343999999,-4.370541084,25098.156720000003,-21.85270542,12383.84426616229,11,1,0.0,100.0
525,WILLIAMS,146558.79486,-457.49780703,1705506.6448800003,-5271.708945099998,68066.72809850724,7,1,31.933874632391557,100.0
526,WILLITS,188872.042003,-1473.3999065899998,1970209.1685274001,-14627.942888069996,148690.59382727928,20,1,0.0,100.0
527,WILLOW CREEK,15709.891800000001,-133.4654982,120488.7266,-1106.991571,20594.447160213338,7,1,0.0,100.0
528,WILLOWS,21903.578999999994,-109.889999982,210352.94459999996,-1016.69039996,24265.410870494234,7,1,54.44533798676389,100.0
529,WINDSOR,436177.6797560004,-893.1963382500002,5060097.443062698,-9490.148611200004,112789.16863639407,1386,2,0.0,100.0
530,WINTON,2775.0,0.0,33300.0,0.0,9236.816893850879,29,2,99.86099181337195,100.0
531,WOODACRE,4116.907125,-66.04919,40166.5957,-643.335576,3656.9679313188253,8,1,0.0,100.0
532,WOODLAND,526910.0579199999,-288.68218862000003,5986636.61774,-3137.0432031000005,278715.82626769267,358,2,9.537818638722793,100.0
533,YORBA LINDA,100589.028,-23.217678,1207068.3360000001,-278.612136,230594.6335050032,12,1,100.0,100.0
534,YOSEMITE NATIONAL PARK,8894.0,-51.06,78267.2,-449.32800000000003,18234.382541165127,4,1,0.0,100.0
535,YOUNTVILLE,16598.67248,-37.547000000000004,158077.8507456,-258.09656,4901.835174227876,57,2,0.0,100.0
536,YUBA CITY,898299.6067600001,-1693.655181013,9530011.210439999,-20746.770355010005,637530.085903786,450,3,25.822801416713137,100.0
